Pinnacle,https://www.pinnaclesports.com/League/Soccer/AFC+AsianCup/1/Lines.aspx,{},{}
Pinnacle,https://www.pinnaclesports.com/League/Soccer/Australia/1/Lines.aspx,{},{}
Pinnacle,https://www.pinnaclesports.com/League/Soccer/Belgian/1/Lines.aspx,{},{}
Pinnacle,https://www.pinnaclesports.com/League/Soccer/Africa+N+Cup/1/Lines.aspx,{},{}
Pinnacle,https://www.pinnaclesports.com/League/Soccer/Danish+L/1/Lines.aspx,{},{}
Pinnacle,https://www.pinnaclesports.com/League/Soccer/Eng~2E~+Premier/1/Lines.aspx,{},{}
Pinnacle,https://www.pinnaclesports.com/League/Soccer/Eng~2E~+Chship/1/Lines.aspx,{},{}
Pinnacle,https://www.pinnaclesports.com/League/Soccer/French+1/1/Lines.aspx,{},{}
Pinnacle,https://www.pinnaclesports.com/League/Soccer/French+2/1/Lines.aspx,{},{}
Pinnacle,https://www.pinnaclesports.com/League/Soccer/Club+Friendl/1/Lines.aspx,{},{}
Pinnacle,https://www.pinnaclesports.com/League/Soccer/Bundesliga/1/Lines.aspx,{},{}
Pinnacle,https://www.pinnaclesports.com/League/Soccer/Bundesliga+2/1/Lines.aspx,{},{}
Pinnacle,https://www.pinnaclesports.com/League/Soccer/Greek/1/Lines.aspx,{},{}
Pinnacle,https://www.pinnaclesports.com/League/Soccer/Serie+A/1/Lines.aspx,{},{}
Pinnacle,https://www.pinnaclesports.com/League/Soccer/Serie+B/1/Lines.aspx,{},{}
Pinnacle,https://www.pinnaclesports.com/League/Soccer/Mexican/1/Lines.aspx,{},{}
Pinnacle,https://www.pinnaclesports.com/League/Soccer/Dutch+1/1/Lines.aspx,{},{}
Pinnacle,https://www.pinnaclesports.com/League/Soccer/Portuguese/1/Lines.aspx,{},{}
Pinnacle,https://www.pinnaclesports.com/League/Soccer/Scot+Premier/1/Lines.aspx,{},{}
Pinnacle,https://www.pinnaclesports.com/League/Soccer/Scot+1/1/Lines.aspx,{},{}
Pinnacle,https://www.pinnaclesports.com/League/Soccer/Scot+2/1/Lines.aspx,{},{}
Pinnacle,https://www.pinnaclesports.com/League/Soccer/Scot+3/1/Lines.aspx,{},{}
Pinnacle,https://www.pinnaclesports.com/League/Soccer/La+Liga/1/Lines.aspx,{},{}
Pinnacle,https://www.pinnaclesports.com/League/Soccer/Segunda+Liga/1/Lines.aspx,{},{}
Pinnacle,https://www.pinnaclesports.com/League/Soccer/UEFA+CL/1/Lines.aspx,{},{}
Pinnacle,https://www.pinnaclesports.com/League/Soccer/UEFA+Cup/7/Lines.aspx,{},{}
Pinnacle,https://www.pinnaclesports.com/League/Soccer/Eng+L1/1/Lines.aspx,{},{}
Pinnacle,https://www.pinnaclesports.com/League/Soccer/Eng+L2/1/Lines.aspx,{},{}
